"(64.95833333333334, 1)","(63.81104651162791, 3)","(62.666666666666664, 5)","(62.32692307692308, 15)","(61.426829268292686, 13)","(60.27777777777778, 7)","(59.17796610169491, 10)","(57.2609649122807, 2)","(56.707044673539514, 6)","(55.41161616161616, 16)"
"(56.44444444444444, 372)","(55.35842293906809, 101)","(53.62437343358396, 5758)","(53.33333333333333, 373)","(52.27053140096618, 375)","(49.01515151515151, 1395)","(48.35281385281385, 1053)","(47.765243902439025, 1865)","(47.080128205128204, 5759)","(46.88095238095239, 1350)"
"(46.829268292682926, 179)","(46.62257495590829, 380)","(46.09803921568627, 100)","(45.52672227371023, 102)","(45.47609289617486, 384)","(45.135162601626014, 345)","(44.37321937321937, 377)","(44.303030303030305, 379)","(44.269572235673934, 103)","(44.01075268817204, 378)"
"(47.21031746031746, 2602)","(45.25, 1445)","(45.0709706959707, 441)","(44.69008607671398, 4480)","(44.39363143631436, 3378)","(44.04347826086956, 586)","(43.32345360824742, 992)","(42.98424369747899, 443)","(42.654411764705884, 4326)","(42.37115975422427, 444)"
"(47.47893772893772, 142)","(42.08333333333333, 328)","(41.13649425287356, 3315)","(41.12100456621005, 1012)","(41.02523474178403, 199)","(40.83128415300546, 366)","(40.62301587301587, 538)","(40.476190476190474, 380)","(40.18055555555556, 746)","(39.86904761904762, 3241)"
"(76.23717948717947, 666)","(52.55072463768116, 6028)","(47.20639534883721, 5587)","(46.963235294117645, 2929)","(46.75, 4115)","(46.30797101449275, 857)","(46.103658536585364, 4703)","(46.083333333333336, 4729)","(45.7510162601626, 3675)","(44.949906367041194, 462)"
"(41.437308868501525, 33)","(40.537634408602145, 32)","(40.291666666666664, 208)","(38.873456790123456, 3475)","(38.81625683060109, 4797)","(38.5297619047619, 351)","(38.40566037735849, 5231)","(38.02217125382263, 238)","(37.85745614035088, 91)","(37.7437106918239, 4669)"
"(68.12582508250824, 63)","(59.20833333333333, 206)","(51.03846153846154, 723)","(40.878787878787875, 148)","(39.52018900343643, 1856)","(38.97853535353535, 5430)","(38.66228070175438, 2951)","(36.376831501831504, 128)","(36.36904761904762, 344)","(35.997549019607845, 537)"
"(70.65079365079364, 112)","(42.83974358974359, 1291)","(42.64043209876543, 3826)","(42.416666666666664, 5004)","(41.93762939958592, 5718)","(41.7491134751773, 2307)","(41.39199029126213, 5567)","(41.33333333333333, 3427)","(39.90686274509804, 5592)","(39.88025210084034, 914)"
"(73.19047619047619, 111)","(42.12106918238994, 940)","(42.11271121351766, 1865)","(41.93055555555555, 996)","(41.416666666666664, 5003)","(41.291666666666664, 104)","(41.06471631205674, 1486)","(41.0343137254902, 1053)","(39.74242424242424, 914)","(39.60109289617486, 3427)"
"(51.08333333333333, 6049)","(43.75, 2474)","(43.24903100775194, 6072)","(42.605177993527505, 696)","(41.529761904761905, 1110)","(41.45833333333333, 5984)","(41.05172413793103, 2645)","(40.838991041961336, 1936)","(40.69927536231884, 4832)","(40.47308488612836, 2534)"
"(73.65889830508475, 492)","(61.38448345439871, 494)","(51.225, 491)","(47.78921568627451, 300)","(47.540043290043286, 1012)","(44.79061181434599, 202)","(44.71996124031008, 296)","(44.55510752688172, 1817)","(44.273809523809526, 221)","(43.84674329501915, 2847)"
"(67.27868852459017, 2290)","(59.76952214452215, 5422)","(56.189265536723155, 5202)","(55.375, 945)","(51.14080459770115, 490)","(47.06439393939394, 1531)","(46.97794117647059, 492)","(46.791666666666664, 1114)","(45.553030303030305, 2672)","(45.22993827160494, 5034)"
"(62.42424242424242, 117)","(61.773700305810394, 119)","(60.07017543859649, 118)","(43.797619047619044, 74)","(43.48184818481848, 120)","(42.71491228070175, 402)","(42.25490196078431, 121)","(42.2168284789644, 123)","(41.58333333333333, 1005)","(41.532407407407405, 1256)"
"(66.38655462184875, 119)","(62.303030303030305, 118)","(62.060606060606055, 116)","(47.472727272727276, 2602)","(45.76271186440678, 87)","(45.1984126984127, 65)","(45.052536231884055, 823)","(44.66132478632479, 55)","(44.390151515151516, 236)","(44.125, 1854)"
"(66.62393162393161, 119)","(62.683982683982684, 117)","(59.64912280701754, 116)","(43.053030303030305, 402)","(41.52777777777777, 120)","(40.65217391304348, 124)","(39.93527508090615, 87)","(39.28674402250351, 1191)","(38.43211610486891, 1667)","(38.416666666666664, 762)"
"(66.05042016806723, 117)","(65.08547008547008, 118)","(61.40672782874618, 116)","(46.15384615384615, 87)","(44.446865443425075, 236)","(42.745098039215684, 88)","(42.571969696969695, 231)","(42.480177993527505, 284)","(41.98191823899371, 227)","(41.24122807017544, 213)"
"(63.883495145631066, 121)","(59.430810397553515, 1256)","(49.333333333333336, 402)","(48.59593023255814, 224)","(46.599816849816854, 252)","(46.344696969696976, 737)","(46.01315789473684, 225)","(43.717948717948715, 126)","(43.717948717948715, 123)","(42.86594202898551, 74)"
"(66.27651515151516, 1256)","(65.4368932038835, 120)","(55.32371794871795, 737)","(50.52319587628866, 402)","(48.42857142857143, 123)","(47.633620689655174, 224)","(46.416666666666664, 225)","(43.674731182795696, 74)","(43.666666666666664, 126)","(42.64705882352941, 116)"
"(67.03525641025641, 145)","(65.81547619047618, 4425)","(64.1547619047619, 1431)","(58.0919540229885, 1007)","(46.390151515151516, 200)","(45.81547619047619, 480)","(44.63782051282051, 1739)","(44.43055555555556, 167)","(44.29528985507246, 201)","(43.98717948717949, 195)"
"(50.43659420289855, 6031)","(49.42229729729729, 1256)","(48.80952380952381, 121)","(46.57331223628692, 737)","(44.504629629629626, 200)","(43.33333333333333, 120)","(43.285714285714285, 46)","(42.861635220125784, 126)","(42.76418439716312, 74)","(42.65277777777778, 198)"
"(58.42918985776129, 125)","(52.666666666666664, 126)","(49.73839198435972, 1420)","(46.404415164123904, 1148)","(43.201118326118326, 219)","(41.92951421430803, 2391)","(40.1204954954955, 411)","(39.8, 53)","(39.40217391304347, 5322)","(39.27619843924192, 402)"
"(60.061842918985775, 124)","(52.43589743589743, 126)","(49.906786941580755, 1420)","(46.44100660066006, 2391)","(44.875, 167)","(44.68527508090615, 343)","(44.54692556634304, 65)","(44.43847352024922, 75)","(44.21010296010296, 4776)","(44.148927392739274, 236)"
"(52.666666666666664, 124)","(50.8974358974359, 125)","(42.656786941580755, 93)","(42.17572463768116, 6031)","(42.14301801801802, 1256)","(41.913120567375884, 74)","(41.794871794871796, 120)","(41.756802721088434, 402)","(41.38095238095238, 121)","(41.35220125786164, 123)"
"(78.70833333333333, 143)","(64.61309523809524, 1003)","(63.00137362637363, 997)","(62.9981884057971, 1004)","(62.83333333333333, 141)","(60.84543010752688, 1817)","(60.56643239625167, 996)","(58.422619047619044, 994)","(58.03769841269841, 410)","(57.253787878787875, 983)"
"(70.0749063670412, 184)","(60.01602564102564, 1072)","(58.75856164383562, 1040)","(54.449906367041194, 1206)","(51.599999999999994, 2913)","(50.84469696969697, 5199)","(47.28921568627451, 1235)","(46.36330409356725, 941)","(44.53378378378378, 64)","(44.450980392156865, 206)"
"(62.82327586206897, 776)","(54.708333333333336, 555)","(49.125, 1866)","(48.72348484848485, 4177)","(48.53804347826087, 568)","(47.91287878787879, 1470)","(47.416666666666664, 394)","(46.76937984496124, 1350)","(45.24903100775194, 1180)","(44.77777777777777, 3941)"
"(43.875, 5257)","(43.335396039603964, 4760)","(42.848602484472046, 815)","(42.49659863945578, 3251)","(39.08114035087719, 3933)","(37.14935064935065, 3827)","(36.85539215686274, 3864)","(36.81902985074627, 3412)","(36.18088130774698, 738)","(36.157810685249714, 1688)"
"(59.93421052631579, 37)","(49.6551724137931, 132)","(41.89912280701755, 314)","(40.833333333333336, 611)","(40.726190476190474, 313)","(40.57432432432432, 212)","(39.259157509157504, 437)","(38.29385964912281, 439)","(38.09722222222222, 440)","(37.686594202898554, 663)"
"(46.95524691358024, 36)","(46.235943775100395, 1374)","(45.35119047619048, 613)","(44.17528735632184, 1375)","(43.99561403508772, 728)","(43.47222222222222, 37)","(42.78921568627451, 73)","(42.758620689655174, 131)","(42.416666666666664, 1209)","(42.1286231884058, 4255)"
"(49.83434959349593, 254)","(49.407019704433495, 81)","(48.296052631578945, 82)","(46.7479674796748, 134)","(46.544913419913414, 589)","(45.55555555555556, 135)","(44.720238095238095, 153)","(40.57843137254902, 132)","(39.87133699633699, 1807)","(38.23397435897436, 58)"
"(77.67857142857143, 135)","(47.23577235772358, 133)","(43.85227272727273, 1637)","(42.075, 2345)","(40.98039215686274, 136)","(40.826226179318965, 342)","(40.26478083588175, 265)","(39.92004504504504, 81)","(39.78066037735849, 254)","(39.560534591194966, 137)"
"(76.42857142857143, 134)","(45.55555555555556, 133)","(42.71080858085808, 477)","(41.37261904761905, 1637)","(41.01449275362319, 136)","(39.291666666666664, 5236)","(39.23143564356435, 81)","(39.041666666666664, 137)","(38.47715053763441, 138)","(38.33468834688347, 132)"
"(62.452030812324935, 137)","(55.07107843137255, 138)","(47.14914330218068, 81)","(46.075, 238)","(45.463235294117645, 254)","(45.28625541125541, 82)","(44.492753623188406, 135)","(44.06641914191419, 57)","(43.8687106918239, 239)","(43.12788778877888, 1216)"
"(61.667717086834735, 136)","(58.55555555555555, 138)","(46.19496855345912, 254)","(45.58163265306123, 1572)","(45.55246913580247, 82)","(45.02027027027027, 81)","(43.06060606060606, 239)","(42.56410256410256, 238)","(41.881802721088434, 303)","(41.51785714285714, 1216)"
"(59.666666666666664, 137)","(56.247549019607845, 136)","(49.19444444444444, 32)","(47.3386524822695, 82)","(46.666666666666664, 254)","(45.708333333333336, 149)","(45.053030303030305, 81)","(44.9698275862069, 132)","(43.71516393442623, 1912)","(43.59649122807017, 239)"
"(49.16203703703704, 887)","(45.65040650406504, 343)","(45.20833333333333, 236)","(45.03760162601626, 219)","(44.44481981981982, 55)","(44.42479674796748, 65)","(44.42479674796748, 49)","(44.37984496124031, 75)","(44.200980392156865, 154)","(44.13333333333333, 402)"
"(81.24659863945578, 179)","(71.99404761904762, 56)","(56.88530927835051, 55)","(54.226190476190474, 3125)","(52.78963414634146, 736)","(51.26984126984127, 65)","(50.064393939393945, 474)","(48.97685185185185, 823)","(48.18971631205674, 217)","(47.973628691983116, 4003)"
"(62.88918439716311, 143)","(62.83333333333333, 127)","(56.75595238095238, 1003)","(55.56996855345912, 1004)","(55.42261904761905, 997)","(53.86764705882353, 738)","(53.76789805269186, 996)","(51.243686868686865, 995)","(49.31944444444444, 251)","(47.83796296296296, 232)"
"(59.928030303030305, 366)","(45.86111111111111, 409)","(45.281135531135526, 107)","(42.59857723577235, 199)","(41.69812925170068, 3315)","(41.07657657657657, 538)","(40.916666666666664, 1012)","(40.84229258713795, 264)","(40.75, 4650)","(40.65023474178403, 328)"
"(77.20833333333333, 127)","(62.88918439716311, 141)","(61.88095238095238, 1003)","(61.69047619047619, 997)","(60.69496855345912, 1004)","(60.478070175438596, 1817)","(59.305269186712486, 996)","(58.71568627450981, 983)","(57.75865800865801, 410)","(56.42883895131086, 993)"
"(48.16930379746835, 762)","(45.45, 2602)","(43.1680790960452, 87)","(42.60507246376812, 163)","(41.9668284789644, 88)","(41.87315634218289, 403)","(41.4963768115942, 2319)","(41.48191823899371, 1660)","(40.77355072463768, 292)","(40.666666666666664, 3320)"
"(68.52380952380952, 4425)","(65.81547619047618, 1431)","(65.49679487179486, 122)","(61.19318181818182, 1007)","(46.260162601626014, 389)","(46.08333333333333, 703)","(45.90909090909091, 493)","(45.86111111111111, 994)","(43.76190476190476, 6009)","(41.36622807017544, 727)"
"(39.88461538461539, 604)","(39.614035087719294, 70)","(38.92261904761905, 3622)","(38.907967032967036, 4090)","(38.55, 5395)","(38.049731182795696, 1793)","(37.76973684210526, 4117)","(37.58516483516483, 207)","(37.33653846153846, 4083)","(37.09239130434783, 4683)"
"(43.812734082397, 172)","(43.55028735632183, 5639)","(42.63941241685144, 3155)","(40.416666666666664, 5840)","(40.21061643835616, 1802)","(39.45833333333333, 171)","(39.33333333333333, 5612)","(38.916666666666664, 3086)","(38.710093896713616, 1364)","(38.093390804597696, 331)"
"(56.39473684210526, 485)","(47.25, 2951)","(44.449074074074076, 855)","(42.853975535168196, 344)","(42.13081395348837, 4204)","(41.96969696969697, 110)","(41.70833333333333, 745)","(41.022689768976896, 1856)","(39.67677993527508, 5430)","(38.44018151815182, 5854)"
"(71.9400406504065, 254)","(60.66447368421053, 82)","(57.80603448275862, 81)","(48.63425925925926, 479)","(46.0780303030303, 743)","(45.65313852813853, 589)","(44.041666666666664, 138)","(43.91427203065134, 2088)","(43.448196756295346, 3517)","(43.20061728395061, 1216)"
"(43.99679487179487, 26)","(43.14912280701754, 179)","(42.82312925170068, 1000)","(42.728975535168196, 4284)","(42.45833333333333, 15)","(42.40833333333333, 236)","(42.38187702265372, 1149)","(42.26136363636364, 3310)","(42.23989898989899, 4)","(42.210808580858085, 16)"
"(75.26315789473685, 152)","(43.87788778877888, 352)","(43.06060606060606, 333)","(42.88074712643678, 181)","(42.625, 578)","(41.98191823899371, 561)","(41.69812925170068, 5835)","(41.69384057971015, 1814)","(41.47363945578231, 560)","(41.054487179487175, 5935)"
"(74.21052631578948, 151)","(48.83647798742138, 333)","(43.13782051282051, 336)","(43.05357142857143, 741)","(42.91421568627451, 561)","(42.785919540229884, 578)","(42.457044673539514, 352)","(42.38095238095238, 354)","(42.11904761904762, 1079)","(42.00833333333333, 5935)"
"(65.1120527306968, 589)","(64.58333333333333, 1807)","(62.55797101449275, 81)","(55.33333333333333, 82)","(52.638888888888886, 254)","(46.076219512195124, 3323)","(45.475806451612904, 238)","(45.339285714285715, 1136)","(45.19117647058823, 239)","(44.5, 500)"
"(60.588235294117645, 41)","(49.48598130841121, 43)","(49.36098130841121, 219)","(48.80952380952381, 159)","(48.73831775700935, 49)","(48.59550561797753, 39)","(48.368421052631575, 44)","(48.36448598130841, 46)","(48.333333333333336, 45)","(48.29896907216495, 158)"
"(69.33968686181075, 48)","(65.83535108958839, 156)","(53.134920634920626, 46)","(52.2720473970474, 167)","(52.079772079772084, 47)","(50.31205673758865, 39)","(50.07120500782472, 40)","(49.70608108108108, 513)","(49.12541254125412, 45)","(48.03921568627451, 158)"
"(65.83535108958839, 155)","(59.757449757449756, 48)","(53.95959595959595, 46)","(53.03310276679842, 167)","(52.12868892114175, 47)","(51.96969696969697, 45)","(50.81159420289855, 39)","(50.68357487922705, 40)","(50.291666666666664, 513)","(48.431372549019606, 157)"
"(68.09523809523809, 44)","(67.08333333333333, 43)","(66.0919540229885, 42)","(65.04166666666666, 808)","(63.728470111448836, 159)","(62.78885767790262, 2959)","(59.58333333333333, 46)","(57.94871794871795, 39)","(57.568627450980394, 45)","(52.72893772893773, 41)"
"(65.95744680851064, 49)","(63.829787234042556, 46)","(63.41463414634146, 44)","(60.06211180124224, 159)","(57.666666666666664, 47)","(54.705882352941174, 42)","(53.855421686746986, 45)","(53.807017543859644, 48)","(53.68421052631579, 39)","(52.97872340425532, 43)"
"(74.53968253968254, 44)","(69.2436974789916, 43)","(68.72503840245776, 42)","(68.0672268907563, 46)","(64.3956043956044, 45)","(62.857142857142854, 39)","(62.02634245187437, 157)","(59.62732919254658, 158)","(59.5360824742268, 41)","(59.348684210526315, 2959)"
"(57.37827715355805, 159)","(57.33333333333333, 45)","(57.289377289377285, 43)","(57.235772357723576, 42)","(56.87763713080169, 44)","(56.62100456621005, 39)","(56.41025641025641, 46)","(52.054263565891475, 41)","(49.558232931726906, 157)","(48.2716049382716, 158)"
"(54.39847417840376, 2959)","(53.9775641025641, 808)","(51.6689497716895, 41)","(51.41542288557214, 45)","(50.46491228070175, 159)","(49.83333333333333, 39)","(49.57246376811594, 42)","(49.54761904761905, 157)","(49.49166666666666, 1724)","(49.371794871794876, 46)"
"(80.02651515151516, 166)","(78.5377358490566, 91)","(75.86390217969165, 90)","(67.03291316526611, 289)","(60.625, 290)","(55.6007326007326, 163)","(54.866372391653286, 243)","(53.47308488612836, 89)","(52.9402025876745, 1033)","(49.68847352024922, 95)"
"(69.73159161710564, 289)","(64.88918439716312, 1033)","(62.55451421430803, 89)","(58.717948717948715, 90)","(57.89674289674289, 91)","(57.56317204301075, 166)","(55.6007326007326, 162)","(46.298850574712645, 2319)","(45.49211711711711, 762)","(45.38768115942029, 144)"
"(76.52016129032259, 447)","(71.2280701754386, 165)","(48.85576923076923, 1813)","(48.38970588235294, 1659)","(47.95679012345679, 1232)","(47.54896907216495, 3820)","(47.03164556962025, 1835)","(46.5784789644013, 1375)","(46.344696969696976, 1713)","(45.998711340206185, 36)"
"(71.2280701754386, 164)","(66.19534632034632, 447)","(49.11938202247191, 1659)","(48.699074074074076, 1813)","(47.81435643564356, 3820)","(47.794117647058826, 1232)","(47.41955445544554, 36)","(46.6213768115942, 1713)","(46.44781931464175, 1375)","(46.4277108433735, 1835)"
"(82.68351063829788, 91)","(79.56848659003832, 90)","(78.66287878787878, 162)","(67.36217948717949, 289)","(62.40151515151515, 290)","(56.36217948717949, 89)","(56.272849462365585, 163)","(55.24213286713287, 243)","(53.73917748917749, 1033)","(52.85745614035088, 95)"
"(54.741279069767444, 580)","(53.28118712273642, 513)","(52.25123762376238, 68)","(51.98962450592886, 156)","(50.90452602952603, 155)","(49.60227272727273, 48)","(49.44686544342507, 343)","(49.42720620358236, 65)","(48.5500942951438, 55)","(48.529411764705884, 253)"
"(62.43398268398269, 539)","(53.747311827956985, 783)","(49.13304093567251, 1969)","(46.743589743589745, 4738)","(45.20332080200502, 201)","(44.846393034825866, 2993)","(42.798497267759565, 493)","(42.44427710843373, 79)","(42.25595238095238, 200)","(42.014150943396224, 536)"
"(44.708333333333336, 777)","(42.08333333333333, 191)","(41.78333333333333, 989)","(40.91885964912281, 908)","(40.83333333333333, 1439)","(40.73863636363636, 949)","(40.507936507936506, 2457)","(40.29414191419142, 4137)","(40.1266501650165, 396)","(39.95682730923694, 1280)"
